text,label,text_clean
"Is Facebook to blame for making us more polarized? No, we are. (+video)",1,facebook blame make we polarize no video
Save the Children Norway trialed anti-malaria drug Larium in Mozambique—1993–1994,0,save child norway triale anti malaria drug larium mozambique
Media coverage of gang violence sure looks different when the perpetrators are white,1,media coverage gang violence sure look different perpetrator white
"Hillary Clinton’s basket of deplorables, explained",1,hillary clinton basket deplorable explain
Islamic State appears to be fraying from within,1,islamic state appear fray within
Patriot Act provisions have expired: What happens now?,1,patriot act provision expire happen
Truth Is The Enemy Of The State      :,0,truth enemy state
Russians deride choice of confusing 2018 World Cup mascot Zabivaka | Russia Beyond The Headlines,0,russians deride choice confuse world cup mascot zabivaka russia beyond headline
Sanders has gotten nastier. Does it help explain his staying power?,1,sander get nasty help explain staying power
Iraqi Christians Hold first mass in over 2 years pray for Trump to Win,0,iraqi christians hold first mass year pray trump win
Financial Times Fumbles Trump’s Central Banking Criticism,0,financial time fumble trump central banking criticism
Poll: Clinton's Lead Over Trump Slips After Florida Shooting,1,poll clinton lead trump slip florida shooting
"Clinton Foundation: 'Yes, we made mistakes'",1,clinton foundation yes make mistake
Jeb 2016: The Bush battle within,1,jeb bush battle within
Dakota Access v Human Rights,0,dakota access human right
"In Iowa, potential candidates compete for 2016 spotlight",1,iowa potential candidate compete spotlight
U.S. secretly tracked billions of calls for decades,1,secretly track billion call decade
"Opinion: Hillary Clinton, a mistake for 2016 - .com",1,opinion hillary clinton mistake com
Agencies of Fear,0,agency fear
"Scott Walker's campaign is in deep, deep trouble",1,scott walker campaign deep deep trouble
Pakistan police detain dozens of Imran Khan's supporters in Islamabad,0,pakistan police detain dozen imran khan supporters islamabad
Donald Trump's big night: Don't underestimate him,1,donald trump big night not underestimate
Obama hits 50% approval rating in poll,1,obama hit approval rating poll
Comment on Are We About To See One Of The Greatest Evolutions In Human History? by 10 Shocking Facts About Society That We Absurdly Accept As Normal – Digital Flow,0,comment see one great evolution human history shocking fact society absurdly accept normal digital flow
Obama Wants To End The Era Of Sequestration,1,obama want end era sequestration
Clinton or Trump: Who’s less truthful?,1,clinton trump less truthful
Rise of the Alt-Right,0,rise alt right
"Feds: 275,000 Born to Illegals in One Year, Would Fill City the Size of Orlando",0,fed bear illegal one year would fill city size orlando
Bobby Jindal governing like it's 2016,1,bobby jindal govern like
Look At What Is Unfolding In China And Other Key Regions Right Now,0,look unfold china key region right
Bernie Sanders Blames Closed Primaries As Path To The Nomination Narrows,1,bernie sander blame closed primary path nomination narrow
"Colin Quinn on race, comedy and political correctness: “People should stop lying and pretending there’s a racial dialogue”",1,colin quinn race comedy political correctness people stop lie pretend racial dialogue
Watch: Donald Trump is showing a side of the GOP that party leaders don't want you to see,1,watch donald trump show side gop party leader not want see
Americans' Support for 'Assault Weapons' Ban at Record Low,0,americans support assault weapon ban record low
Will it be representative government or thugocracy?,0,representative government thugocracy
An explanation for why the FBI re-opened Hillary's e-mails,0,explanation fbi open hillary mail
Sanders in California Says Clinton E-Mail Problems Now Serious,1,sanders california say clinton mail problem serious
21 THINGS WE’VE LEARNED ABOUT HILLARY CLINTON FROM WIKILEAKS THAT THE MSM WON’T SHARE…BUT YOU CAN!,0,thing learn hillary clinton wikileak msm win share
Radio Derb 10/28/16,0,radio derb
Venezuelan Opposition Calls for General Strike Against Gov't on October 28,0,venezuelan opposition call general strike gov october
Guy Face-Plants While Testing Virtual Reality Headset,0,guy face plant test virtual reality headset
Appeals court rules against Obama immigration plan,1,appeal court rule obama immigration plan
Most Idiotic Comment Ever? “Sell Gold Because Inflation Will Spike”,0,idiotic comment ever sell gold inflation spike
U.S. student performance slips on national test,1,student performance slip national test
"The Shame, The Heartbreak- Another Day In America",0,shame heartbreak another day america
Tom Hanks Raps,0,tom hank rap
WikiLeaks Releases 32nd Batch of Clinton Campaign Chair Podesta's Emails,0,wikileak release 32nd batch clinton campaign chair podesta email
"Charleston, Dylann Roof and the racism of millennials",1,charleston dylann roof racism millennial
Daesh executing civilians as Iraqi forces advance,0,daesh execute civilian iraqi force advance
Snowden Reveals How Easy It Is To Hack Voting Machines,0,snowden reveal easy hack voting machine
Clinton renews vow to 'fast track' immigration; Trump camp accuses candidate of acting like a 'king',1,clinton renews vow fast track immigration trump camp accuse candidate act like king
White House admits should have sent 'higher-profile' official to Paris rally,1,white house admit send high profile official paris rally
GOP hits another roadblock on Obamacare repeal,1,gop hit another roadblock obamacare repeal
Insiders: Sanders and Trump will win New Hampshire,1,insider sander trump win new hampshire
Paintings 'almost no one else seemed to be doing',0,painting almost no one else seem
'Massive' French airstrikes hit Islamic State to retaliate for attacks,1,massive french airstrike hit islamic state retaliate attack
UNESCO passes anti-Israel resolution despite Tel Aviv brickbats,0,unesco pass anti israel resolution despite tel aviv brickbat
Debate: Washington's Syria policy,0,debate washington syria policy
18 State Swat Team Drill In Prep for Backlash Against a Stolen Election,0,state swat team drill prep backlash steal election
"Cheney Hates Trump, Endorses Him Anyway",1,cheney hat trump endorse anyway
What it’s really like to be in the middle of the battle for Aleppo,0,really like middle battle aleppo
"Fine, give the GOP four years: The liberal case for either Bernie Sanders, or electing a Republican president",1,fine give gop four year liberal case either bernie sander elect republican president
"Obama’s DNC letdown: The president needed to hit it out of the park, but he surprisingly fell short",1,obama dnc letdown president need hit park surprisingly fall short
Netanyahu Back To Barely Pretending He Supports A Two-State Solution,1,netanyahu back barely pretend support two state solution
Rand Paul is about to kick off a Republican civil war on foreign policy,1,rand paul kick republican civil war foreign policy
"Pope Francis is not endorsing Kim Davis's views, Vatican says",1,pope francis not endorse kim davis views vatican say
Feminism Has Lost The Minds Of Young Women,0,feminism lose mind young woman
Flashback: Clinton cheered 11th-hour indictment that doomed Bush re-election,0,flashback clinton cheer 11th hour indictment doom bush election
The Story of How the DOJ Tried to Thwart an FBI Investigation Into the Clinton Foundation,0,story doj try thwart fbi investigation clinton foundation
Why Hillary Clinton was told not to be a trial lawyer: she didn't have a wife at home,1,hillary clinton tell not trial lawyer not wife home
Progressives Find ‘White Trash’ More Threatening Than Nuclear War,0,progressive find white trash threaten nuclear war
Obama administration bans some military-style assault gear from local police departments,1,obama administration ban military style assault gear local police department
Russia and Turkey Now Sharing Intelligence Data,0,russia turkey share intelligence datum
Obama administration prepares regulatory rush in 2015,1,obama administration prepare regulatory rush
Re: ‘D*ckileaks’? NY Post unveils tomorrow’s Weiner cover for your pleasure,0,ckileak ny post unveil tomorrow weiner cover pleasure
"Obama Apologizes, Takes Responsibility For Deaths Of Innocent Hostages In U.S. Drone Strike",1,obama apologize take responsibility death innocent hostage drone strike
Thousands march to mourn slain Boris Nemtsov,1,thousand march mourn slain boris nemtsov
How Tim Scott chose to endorse Marco Rubio for president,1,tim scott choose endorse marco rubio president
"Hope, Change, Lies and Greatness",0,hope change lie greatness
"Why long shots and also-rans run for president: It’s the media, stupid",1,long shot also ran run president medium stupid
Miss Russia | Russia & India Report,0,miss russia russia india report
"“I feel like these Topshop models are sick of me apologising, but also maybe willing to hear me out”",0,feel like topshop model sick apologise also maybe willing hear
"FEAR OF TRUMP: BUSH, OBAMA, CLINTON ALL BUYING PROPERTY IN NON-EXTRADITION NATIONS",0,fear trump bush obama clinton buy property non extradition nation
7 things to watch for on election night,1,thing watch election night
Trump woos women and minorities by pitting one group against another,1,trump woos woman minority pit one group another
Bernie Sanders Says Bill Clinton Owes Americans an Apology,1,bernie sanders say bill clinton owe americans apology
How the Iran deal might change the Middle East,1,iran deal might change middle east
HERE THEY GO AGAIN! Muslims trying to claim that the Hebrew-language Dead Sea Scrolls are Arab Muslim in origin,0,go muslim try claim hebrew language dead sea scroll arab muslim origin
Taking Calcium Supplements Causes Brain Lesions,0,take calcium supplement cause brain lesion
US election campaign reveals mass alienation from two-party system,0,us election campaign reveal mass alienation two party system
"BREAKING – Investigative Journalist Found Dead, Was Working For…",0,break investigative journalist find dead working
ManTracker: How to Be One and How to Avoid One – 10/31/16,0,mantracker one avoid one
Trump Smirks As Beltway GOP Crumbles,1,trump smirk beltway gop crumble
Putin's New Promise: 'I WILL DEFEAT THE ILLUMINATI',0,putin new promise defeat illuminati
Long-Shot Candidates Look To Keep Hope Alive For 2016,1,long shot candidate look keep hope alive
"Debate night: The media want a Trump fight, with blood and bruises",1,debate night medium want trump fight blood bruise
JUDGMENT DAY: The One Reason Why Every Christian And Jew In America Should Vote For Donald Trump,0,judgment day one reason every christian jew america vote donald trump
What is the real state of affairs in the Russian economy?,0,real state affair russian economy
Baba Vanga Was Right About Obama's Presidency And The 9/11 Attacks Sees Dire Future For Trump And The US,0,baba vanga right obama presidency attack see dire future trump we
"Voters in Arkansas, North Dakota Legalize Medical Marijuana Despite Federal Prohibition",0,voter arkansas north dakota legalize medical marijuana despite federal prohibition
OMG! The ULTIMATE BENGHAZI BOMBSHELL! Leaked Emails Show Hillary Ordered The Rescue Team To.. • USA Newsflash,0,omg ultimate benghazi bombshell leak email show hillary order rescue team usa newsflash
Why would anyone want to be Trump or Clinton’s VP?,1,would anyone want trump clinton vp
BREAKING: Irrefutable Proof Obama Lied to Protect Hillary Clinton’s Run for the White House Read,0,break irrefutable proof obama lie protect hillary clinton run white house read
Obama pushes controversial trade deal in Germany,1,obama push controversial trade deal germany
How Paul Ryan unified a fractured GOP,1,paul ryan unify fractured gop
The Clinton Shakedown Scam Summed Up With One Meme,0,clinton shakedown scam sum one meme
Bush v. Trump: Behind the Vegas rumble,1,bush trump behind vegas rumble
Scary Times For California Farmers As Snowpack Hits Record Lows,1,scary time california farmer snowpack hit record low
Nikki Haley should have run for president,1,nikki haley run president
Charleston exposes ugliest truth of our time: Our society places little value on black life,1,charleston expose ugly truth time society place little value black life
While The FBI Investigates Hillary- WikiLeaks Swoops In To Kick Her While She’s Down,0,fbi investigate hillary wikileak swoop kick
"Inside The Invisible Government: War, Propaganda, Clinton & Trump",0,inside invisible government war propaganda clinton trump
The obsession of the House Freedom Caucus,1,obsession house freedom caucus
"Over 20 Injured, Almost 40 Detained in Venezuelan Opposition Protests",0,injure almost detain venezuelan opposition protest
Donald Trump: Hillary's Syria Policy Would Lead to 'World War Three' - Breitbart,0,donald trump hillary syria policy would lead world war three breitbart
Marco Rubio: Being Gay Is Not A Choice,1,marco rubio gay not choice
The Pope is wrong on religious speech (Opinion),1,pope wrong religious speech opinion
What Big Democratic Donors Will Get in Philadelphia,1,big democratic donor get philadelphia
TRUMP SUPPORTER Whose Brutal Beating By Black Mob Was Caught On Video Asks: “What Happened To America?” [VIDEO],0,trump supporter whose brutal beat black mob catch video ask happen america video
Kurds decide to get on US nerves,0,kurd decide get we nerve
Trump tries to reset with economic speech — but faces new resistance in GOP,1,trump try reset economic speech face new resistance gop
Wingsuit flyer vs. tree,0,wingsuit flyer vs tree
Putin’s Adviser Takes Credit For Trump Victory: ‘Maybe We Helped A Bit With Wikileaks’,0,putin adviser take credit trump victory maybe help bit wikileak
Clinton aide key focus in FBI server investigation,1,clinton aide key focus fbi server investigation
Clinton Foundation received subpoena from State Department investigators,1,clinton foundation receive subpoena state department investigator
Trump: inner cities run by Democrats are more dangerous than war zones,1,trump inner city run democrats dangerous war zone
Another one bites the dust: Third USAF weather satellite breaks up in orbit,0,another one bite dust third usaf weather satellite break orbit
"The Russian Navy in the Eastern Mediterranean: Naval Briefing November 9th, 2016 by LeDahu",0,russian navy eastern mediterranean naval briefing november 9th ledahu
Judge Temporarily Halts Obama's Immigration Actions,1,judge temporarily halt obama immigration action
Road to 270: 's new election map,1,road new election map
Bernie Sanders faces frustrated crowd at race forum in Minneapolis,1,bernie sanders face frustrated crowd race forum minneapolis
Louisiana Election Officials Seize Voting Machine Illegally Placed In Private Room For ‘VIP Voters’ (VIDEO),0,louisiana election official seize voting machine illegally place private room vip voter video
"part 38 “Impossible” statues, “Impossible” ancient jewellery, Moscow nuked, “Impossible” steel [VIDEO]",0,part impossible statue impossible ancient jewellery moscow nuke impossible steel video
We’re Finally Opening A T-Shirt Shop For ROK Gear,0,finally open shirt shop rok gear
"Desperate Measures: Cruz, Kasich Team Up to Take Down Trump",1,desperate measure cruz kasich team take trump
Defense Secretary Halts Forced Repayment of Enlistment Bonuses,0,defense secretary halt force repayment enlistment bonus
Ryan hopes for new tone in Trump campaign,1,ryan hop new tone trump campaign
"What voters want in a president today, and how their views have changed",1,voter want president today view change
Globalist Soros Pours Money Into Manipulating U.S. Elections,0,globalist soro pour money manipulate election
Rubio’s problem: An excess of caution,1,rubio problem excess caution
Ex-FBI assistant director calls the Clintons a ‘crime family’ and claims their ‘foundation is a cesspool’,0,ex fbi assistant director call clinton crime family claim foundation cesspool
I thought I was just scared of Trump – but it’s his America I fear,0,think scared trump america fear
Sean Hannity interviewing Mike Pence about Obama’s claims on election fraud. Mr. Trump has recommended everyone watch this clip.,0,sean hannity interview mike pence obama claim election fraud mr trump recommend everyone watch clip
Former Clinton Foundation CEO begging Russia for ‘urgent and immediate’ asylum?,0,former clinton foundation ceo beg russia urgent immediate asylum
Disaffected America strikes back,0,disaffect america strike back
Comment on You’re Being Fooled: The Problem With ‘Alternative’ News Websites by Web Credibility | Site Title,0,comment fool problem alternative news website web credibility site title
Fact Check: Was Planned Parenthood Started To 'Control' The Black Population?,1,fact check plan parenthood start control black population
We Finally Know Why Hillary Disappeared On Election Night: “She Was Crying Inconsolably… It Was Hard To Understand What She Was Saying She Was Crying So Hard”,0,finally know hillary disappear election night cry inconsolably hard understand say cry hard
Is Goat Milk Better Than Cow Milk? Plus A List Of Health Benefits,0,goat milk well cow milk plus list health benefit
The War on Drugs is a Racket,0,war drug racket
An Identity-Politicized Election and World Series Lakefront Liberals Can Love,0,identity politicize election world series lakefront liberal love
The Myth of the McMahon Line,0,myth mcmahon line
Koch Brothers Battle to Prevent Dark Money Disclosure in South Dakota,0,koch brothers battle prevent dark money disclosure south dakota
UnReal Report: PM Modi trolls one and all with his surgical strike on black money,0,unreal report pm modi troll one surgical strike black money
Will Michelle Obama Be The Replacement Nominee If The FBI Email Investigation Ends Hillary Clinton’s Campaign?,0,michelle obama replacement nominee fbi email investigation end hillary clinton campaign
SC Gov. Nikki Haley Announces She’s Voting For Donald Trump,0,sc gov nikki haley announce vote donald trump
American Woman In Bikini Desecrates French Catacombs For Her “Female Indiana Jones” Brand,0,american woman bikini desecrate french catacomb female indiana jones brand
The Abnormal Normal of Nuclear Terror,0,abnormal normal nuclear terror
No One Tried to Assassinate Donald Trump … But Austyn Crites Shows Up in WikiLeaks 7 Times,0,no one try assassinate donald trump austyn crite show wikileak time
Chicago Cubs go 24 hours without winning a World Series,0,chicago cub go hour without win world series
Republicans outfox Democrats on climate votes,1,republicans outfox democrats climate vote
Presidential debate moderators announced,1,presidential debate moderator announce
Hillary’s inevitability lie: Why the media and party elites are rushing to nominate the weakest candidate,1,hillary inevitability lie medium party elite rush nominate weak candidate
The Weeds: could more corruption fix American politics?,1,weed could corruption fix american politic
"Ex-rep: 'If Trump loses, I'm grabbing my musket'",0,ex rep trump lose grab musket
Jeb Bush gave this black community a charter school. Then he moved on.,1,jeb bush give black community charter school move
America is criminalizing Black teachers: Atlanta’s cheating scandal and the racist underbelly of education reform,1,america criminalize black teacher atlanta cheat scandal racist underbelly education reform
VA program to provide private care stumbling out of the gate,1,va program provide private care stumbling gate
The conservative case for gay marriage,1,conservative case gay marriage
Earth had warmest winter on record,1,earth warm winter record
Tired of Western Propaganda Against Russia? Here's Vladimir Putin’s Perspective,0,tired western propaganda russia vladimir putin perspective
"As Clinton moves to brink of nomination, Sanders eyes California upset",1,clinton move brink nomination sander eyes california upset
"Warming of oceans due to climate change is unstoppable, say US scientists",1,warm ocean due climate change unstoppable say us scientist
"Iran's leader rejects foreign access to military sites, scientists",1,iran leader reject foreign access military site scientist
Is Jeb Bush conservative enough?,1,jeb bush conservative enough
"For Jeb Bush and Mitt Romney, a history of ambition fuels a possible 2016 collision",1,jeb bush mitt romney history ambition fuel possible collision
"Shots Fired, 117 Arrests Made as Militarized Police Remove Pipeline Protesters",0,shot fire arrest make militarize police remove pipeline protester
Paper Tiger ISIS Digs Into Mosul,0,paper tiger isis dig mosul
5 Things You Need to Know About the Dakota Access Pipeline Protests,0,thing need know dakota access pipeline protest
What will Republicans do when they take full control of Congress?,1,republicans take full control congress
Guardian Front Page: “A 16-Year-Old Migrant Cries…”,0,guardian front page year old migrant cry
Sanders Asks Obama To Intervene In Dakota Access Pipeline Dispute,0,sander ask obama intervene dakota access pipeline dispute
"Wolf Richter: Layoffs at Alphabet Access to Hit 9%, Google Fiber to “Pause” Plans, CEO Leaves, as Alphabet Cracks Down on Costs",0,wolf richter layoffs alphabet access hit google fiber pause plan ceo leave alphabet crack cost
Exclusive: Hillary may delay campaign,1,exclusive hillary may delay campaign
Trump finally went too far for Republicans,1,trump finally go far republican
"Fed Holds on Raising Rates, Fears Rising Dollar",0,fed hold raise rate fear rise dollar
"So how’s the American middle class, really?",1,american middle class really
VIDEO: Watch as Hillary Needs Assistance… To Climb One Step,0,video watch hillary need assistance climb one step
Re: WATCH and laugh: literally the BEST vine of Hillary from the 2016 campaign … so far,0,watch laugh literally good vine hillary campaign far
Have there been 353 mass shootings this year — or just 4?,1,mass shooting year
Statistical Propaganda: How many Syrians has US regime-change killed?,0,statistical propaganda many syrian us regime change kill
The 17-year story behind Marco Rubio’s cut-down of Jeb Bush,1,year story behind marco rubio cut jeb bush
France’s Far-Right National Front Seeks Funding From United Arab Emirates,0,france far right national front seek fund united arab emirates
"The Cosmic Story: Scorpio New Moon, October 30, 2016",0,cosmic story scorpio new moon october
Michael Oliver – This Key Signal Will Indicate Liftoff For Gold & Silver And The Mining Stocks!,0,michael oliver key signal indicate liftoff gold silver mining stock
Trump backs off false Iran video claim,1,trump back false iran video claim
Jackie Mason: Hillary Clinton Too Untrustworthy To Serve As Bathroom Attendant – She’d Steal The Toilet Paper,0,jackie mason hillary clinton untrustworthy serve bathroom attendant steal toilet paper
"FBI Reopen Hillary Clinton Email Investigation, New Emails Found",0,fbi reopen hillary clinton email investigation new email find
Since Donald Trump Won The Presidency… Ford Shifts Truck Production From Mexico To Ohio | EndingFed News Network,0,since donald trump won presidency ford shift truck production mexico ohio endingfed news network
Progressives Find ‘White Trash’ More Threatening Than Nuclear War,0,progressive find white trash threaten nuclear war
Political polarization on Facebook | Institution,1,political polarization facebook institution
Be Winter Wise: Woolley Hats Stop Heart Attacks,0,winter wise woolley hat stop heart attack
Gambling on the Unknowable Trump,0,gamble unknowable trump
Could Florida Dem primary cost party Rubio's seat?,1,could florida dem primary cost party rubio seat
Networks Continue to Ignore Obamacare Collapse,0,network continue ignore obamacare collapse
The Hodges & Hagmann Hour- America’s Last Chance to Survive,0,hodge hagmann hour america last chance survive
"Bush slashes campaign budget, refocuses on key primary states",1,bush slash campaign budget refocus key primary state
"If Megyn [sic] Kelly Doesn’t Want Her Pussy Grabbed, Why Did She Pose for This “Grab My Pussy” Photo Shoot?",0,megyn sic kelly doesn want pussy grab pose grab pussy photo shoot
"Latest And Perhaps Last Debate Highlights Animosity Of Sanders, Clinton",1,late perhaps last debate highlight animosity sanders clinton
The Next 10 Years Will Be Ugly for Your 401(k),0,next year ugly
Devastating aftermath of twin quakes in Italy (drone footage),0,devastating aftermath twin quake italy drone footage
"Syrian War Report – November 11, 2016: Syrian Army Entered Menagh Air Base",0,syrian war report november syrian army enter menagh air base
One chart that shows why the Republican Party was ready for Donald Trump,1,one chart show republican party ready donald trump
GOP Delegate: Trump Primary Wins 'Absolutely Irrelevant' At Convention,1,gop delegate trump primary win absolutely irrelevant convention
Has George Soros Committed Treason?,0,george soros commit treason
Huckabee: Planned Parenthood shooting is 'domestic terrorism',1,huckabee plan parenthood shoot domestic terrorism
2006 Audio Captures Hillary Clinton Proposing To Rig Palestine Election,0,audio capture hillary clinton propose rig palestine election
UK citizens and war heroes get cheap pre-fab houses while Muslim colonizers get taxpayer-funded luxurious council homes,0,uk citizen war hero get cheap pre fab houses muslim colonizer get taxpayer fund luxurious council home
"Refusing to sit on Lead, Trump Gets Bitter in Republican Debate",1,refuse sit lead trump get bitter republican debate
Ammon Bundy’s bodyguard sentenced in Oregon standoff case,0,ammon bundy bodyguard sentence oregon standoff case
Why I'm more worried about Marco Rubio than Donald Trump,1,worry marco rubio donald trump
How mega-donors helped raise $1 billion for Hillary Clinton,1,mega donor help raise billion hillary clinton
Worth a shot: Former Pennsylvania police officer's vending machines sell ammo,1,worth shoot former pennsylvania police officer vend machine sell ammo
Clinton’s Lead Has Evaporated in Nevada and Her Supporters Are Panicking,1,clinton lead evaporate nevada supporter panic
Why Palestinians want to sue Britain: 99 years since the Balfour Declaration,0,palestinians want sue britain year since balfour declaration
Jay Carney: Obama supports Hillary Clinton,1,jay carney obama support hillary clinton
"Hillary Clinton's ties to corporate donors, lobbyists while secretary of state scrutinized",1,hillary clinton tie corporate donor lobbyist secretary state scrutinize
U.S. Resets Obamacare Deadline For Some Businesses To 2016,1,reset obamacare deadline business
The GOP is ungovernable: What happens when one major party is dysfunctional to the core,1,gop ungovernable happen one major party dysfunctional core
Carly Fiorina: Ted Cruz says 'whatever' to get elected,1,carly fiorina ted cruz say whatever get elect
Will Rasmea Odeh’s Appeal Expose Israeli Prison Torture In A US Court?,0,rasmea odeh appeal expose israeli prison torture us court
Fact Check: Democrats Have Created Twice As Many Jobs As Republicans Since 1950’s,0,fact check democrats create twice many job republicans since
Obamacare's 'Low Expectations' for Enrollment Spells Trouble for Obama,1,obamacare low expectation enrollment spell trouble obama
Top House Republican demands Kerry explain $1.7 billion Iran payment,1,top house republican demand kerry explain billion iran payment
The Marco Rubio post-mortem: How a supposedly ready-made GOP nominee crashed and burned,1,marco rubio post mortem supposedly ready make gop nominee crashed burn
WashPost Poll: Clinton Leads Trump by 4,1,washpost poll clinton lead trump
Comment on Wikileaks Reveal Clinton Ties To Rothschilds And Occult Cabal by Time to hail Hillary Clinton – and face down the testosterone left | Van Badham – News,0,comment wikileak reveal clinton tie rothschild occult cabal time hail hillary clinton face testosterone leave van badham news
Democratic debate: National security dominates,1,democratic debate national security dominate
New Reports Link Russia With Donald Trump’s Campaign,0,new report link russia donald trump campaign
Republican elders ask 'who's worse' for the GOP brand: Trump or Cruz,1,republican elder ask bad gop brand trump cruz
Trump says he’d be ‘neutral’ with Israelis and Palestinians,0,trump say neutral israelis palestinians
"‘Intl Community Still Financing, Protecting Terrorists’ – Mother Agnes, Vanessa Beeley on Syria",0,intl community still finance protect terrorist mother agne vanessa beeley syria
"Brussels stories: Grief for the lost, hope for the missing",1,brussels story grief lose hope miss
Hillary Friend Bribed FBI Agent and His Wife,0,hillary friend bribe fbi agent wife
Carrier battle group never planned to call at Spanish port – Russian Defense Ministry,0,carrier battle group never plan call spanish port russian defense ministry
Hillary’s Silent Plan to Destroy America,0,hillary silent plan destroy america
Hillary Clinton’s Private Speech From 2015 Mentioned Palestinian Rights—Until She Actually Gave It,0,hillary clinton private speech mention palestinian right actually give
"Trump “You Can’t Read 650k Emails in 8 days, Hillary is GUILTY!” – TruthFeed",0,trump read 650k email day hillary guilty truthfeed
Trump And His Supporters Are Fighting A Rigged System,0,trump supporter fight rig system
Meet Ted Cruz's top fundraiser: his wife,1,meet ted cruz top fundraiser wife
Antiquities destroyed at Palmyra by the Islamic State,1,antiquity destroy palmyra islamic state
10 things Trump could (but probably won't) change to win next debate,1,thing trump could probably not change win next debate
"Bernie Sanders, Party Crasher: Notes On The (Looming) End Of A Campaign",1,bernie sanders party crasher note loom end campaign
GOP field rips Obama's move toward executive action to tighten gun control laws,1,gop field rip obama move toward executive action tighten gun control law
It's over! Trump is out - see today's final killer blunders,0,trump see today final killer blunder
"Sanders: Americans, superdelegates must 'take a hard look' at IG report on Clinton emails",1,sanders americans superdelegate must take hard look ig report clinton email
"Employers added a disappointing 126,000 jobs in March",1,employer add disappointing job march
Whatever the Outcome on November 8th the US Will Be on a Collision Course With China - Federico Pieraccini,0,whatever outcome november 8th us collision course china federico pieraccini
Is it possible that Saudi King be tried in US courts by JASTA Law?,0,possible saudi king try us court jasta law
Retracted Paper Linking HPV Vaccine to Behavioral Issues Republished,0,retract paper link hpv vaccine behavioral issue republish
Ivana Says Young Donald Trump Was A Cry-Baby – Has Anything Changed? (VIDEO),0,ivana say young donald trump cry baby anything change video
The Clintons really don’t get it: False attacks and failed strategies as Hillary repeats 2008,1,clinton really don get false attack fail strategy hillary repeat
Climate-change deniers are in retreat,1,climate change denier retreat
15 Civilians Killed In Single US Airstrike Have Been Identified,0,civilian kill single us airstrike identify
Cruz and Trump battle for the South,1,cruz trump battle south
FBI Releases Files on Bill Clinton's Cash for Pardons Scandal,0,fbi release file bill clinton cash pardon scandal
Another Black Swan Hits the U.S. Presidential Election,0,another black swan hit presidential election
"Supreme Court, Trump engulf Capitol Hill",1,supreme court trump engulf capitol hill
Comment on Donald Trump Tells Veterans He’s ‘Financially Brave’ by Debbie Menon,0,comment donald trump tell veteran financially brave debbie menon
Estimated Enrollees for 2015 Health Care Decrease,1,estimate enrollee health care decrease
George And Laura Bush Celebrate Their 70th Birthdays | Daily Wire,0,george laura bush celebrate 70th birthday daily wire
"Trump accuses Obama, Hillary Clinton of founding Daesh",0,trump accuse obama hillary clinton found daesh
Clinton emails: FBI director ignored Attorney General's advice not to 'take action that could influence election',0,clinton email fbi director ignore attorney general advice not take action could influence election
McCain in toughest Senate fight of his life,1,mccain tough senate fight life
Trump: I’m Reopening 9/11 Investigation,0,trump reopen investigation
6 Questions Ahead Of The Trump-Fox Split-Screen 'Squirmish',1,question ahead trump fox split screen squirmish
This is why they hate us: The real American history neither Ted Cruz nor the New York Times will tell you,1,hate we real american history neither te cruz nor new york times tell
Donald Trump plots his second act,1,donald trump plot second act
Will Hillary Accept Defeat?,0,hillary accept defeat
Fact-checker calls out Obama for saying Keystone ‘bypasses’ US,1,fact checker call obama say keystone bypass we
Tom Hayden: Things Come Around in the Mideast,0,tom hayden thing come around mideast
Mike Pence doesn't share Donald Trump's worldview,1,mike pence not share donald trump worldview
5 things to watch in tonight's debate,1,thing watch tonight debate
The Political and Cultural Richness of Kashmiriyat,0,political cultural richness kashmiriyat
Hillary Clinton Is Setting A Masterful Trap For Trump To Self Destruct,0,hillary clinton set masterful trap trump self destruct
What 250 more Special Forces in Syria can do,1,special force syria
Is Donald Trump Autistic?,0,donald trump autistic
Political pundits talk polarization at Sanford School Tuesday,1,political pundit talk polarization sanford school tuesday
Why you should be skeptical of wacky new studies about what sways elections,1,skeptical wacky new study sway election
Almost 100 Missing After Boat Carrying Migrants Sinks Off Libyan Coast,0,almost miss boat carry migrant sink libyan coast
Desmond Doss: His Only Weapon Was His Conscience,0,desmond doss weapon conscience
Fidel Castro makes rare public appearance in Cuba,1,fidel castro make rare public appearance cuba
FACT CHECK: Bernie Sanders And Whether Poor Americans Vote,1,fact check bernie sander whether poor americans vote
How a shortage of lethal injection drugs put the death penalty before the Supreme Court,1,shortage lethal injection drug put death penalty supreme court
Arab Officials Warn U.S. of Giving ISIS a Propaganda Win,1,arab official warn give isis propaganda win
Don't let Charleston shooting divide us (Opinion),1,not let charleston shooting divide we opinion
The Daily 202: What Trump’s latest shakeup says about his flailing campaign,1,daily trump late shakeup say flail campaign
Phyllis Schlafly: Campus sex assault is on the rise because too many women go to college,1,phyllis schlafly campus sex assault rise many woman go college
Suspected terrorist attack on a free speech event in Copenhagen leaves one dead,1,suspect terrorist attack free speech event copenhagen leave one dead
U.S. District Judge orders homophobic Kentucky clerk to explain why she shouldn’t be fined or jailed for contempt,1,district judge order homophobic kentucky clerk explain shouldn fin jail contempt
"If this is what a “Rubio surge” looks like, Republicans really are screwed",1,rubio surge look like republicans really screw
